Unique_ID,Site,Country,Country-Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Bone/Tooth,Grave/ID number,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,d13C,Measured_O-carb_PDB,O-carb_SMOW,O-PO4_SMOW_Iacumin,O-PO4_SMOW_Measured/Chenery_2012,Chenery_2010_correction,O-dw-SMOW_Levinson,O-dw-SMOW_Chenery_2012,T/degC_Levinson,T/degC_Chenery,87Sr/86Sr,Δ18OMAP-dw_Levinson,Δ18OMAP-dw_Chenery,Δ18Odw-MAP_Levinson,Δ18Odw-MAP_Chenery,Reference
OSR_1543,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL144,,55-60,M5,M,,,-4.8,26,16.9,17.1,15.5,-8.4,-7.4,10.1,11.9,,1.8,0.8,-1.8,-0.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1544,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL145B,,30-35,M5,M,,,-4.3,26.5,17.4,17.6,16,-7.3,-6.5,12,13.2,,0.7,-0.1,-0.7,0.1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1545,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP1,Tooth,SSL150,,50-55,M5,M,,,-1.6,29.3,20.2,20.5,18.8,-1.4,-2.1,22,20.7,,-5.2,-4.5,5.2,4.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1546,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,URP1,Tooth,SSL151,,55-60,F6,F,,,-4.8,26,16.9,17.1,15.5,-8.4,-7.4,10.1,11.9,,1.8,0.8,-1.8,-0.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1547,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP1,Tooth,SSL152A,,30-35,F5,F,,,-4.1,26.7,17.6,17.9,16.2,-6.8,-6.2,12.7,13.8,,0.2,-0.4,-0.2,0.4,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1548,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP2,Tooth,SSL156,,16-18,F3,F,,,-4.7,26.1,17,17.2,15.6,-8.2,-7.2,10.5,12.1,,1.6,0.6,-1.6,-0.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1549,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL158,,50-55,M5,M,,,-4.2,26.6,17.5,17.8,16.1,-7.1,-6.4,12.3,13.5,,0.5,-0.2,-0.5,0.2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1550,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP1,Tooth,SSL171,,14-15,U3,U,,,-3.4,27.4,18.4,18.6,17,-5.3,-5.1,15.3,15.7,,-1.3,-1.5,1.3,1.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1551,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL173,,50-55,F6,F,,,-4.1,26.7,17.6,17.9,16.2,-6.8,-6.2,12.7,13.8,,0.2,-0.4,-0.2,0.4,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1552,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP2,Tooth,SSL174,,20-25,M4,M,,,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,,4.4,2.7,-4.4,-2.7,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1553,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP1,Tooth,SSL176,,13-14,U3,U,,,-3.5,27.3,18.3,18.5,16.9,-5.5,-5.2,14.9,15.5,,-1.1,-1.4,1.1,1.4,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1554,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP2,Tooth,SSL181,,50-55,F6,F,,,-5.4,25.3,16.3,16.5,14.9,-9.7,-8.3,7.9,10.2,,3.1,1.7,-3.1,-1.7,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1555,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP1,Tooth,SSL182,,55-60,M5,M,,,-3.8,27,18,18.2,16.6,-6.2,-5.7,13.8,14.6,,-0.4,-0.9,0.4,0.9,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1556,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP2,Tooth,SSL186,,45-50,F5,F,,,-4.8,26,16.9,17.1,15.5,-8.4,-7.4,10.1,11.9,,1.8,0.8,-1.8,-0.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1557,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP2,Tooth,SSL188,,60+,M6,M,,,-3.8,27,18,18.2,16.6,-6.2,-5.7,13.8,14.6,,-0.4,-0.9,0.4,0.9,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1558,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP2,Tooth,SSL189,,35-40,M5,M,,,-5.8,24.9,15.9,16,14.5,-10.6,-9,6.4,9.1,,4,2.4,-4,-2.4,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1559,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL190,,35-40,F5,F,,,-4.7,26.1,17,17.2,15.6,-8.2,-7.2,10.5,12.1,,1.6,0.6,-1.6,-0.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1560,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP2,Tooth,SSL195,,50-55,M5,M,,,-4.4,26.4,17.3,17.5,15.9,-7.5,-6.7,11.6,13,,0.9,0.1,-0.9,-0.1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1561,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP2,Tooth,SSL198,,45-50,F5,F,,,-3.6,27.2,18.2,18.4,16.8,-5.8,-5.4,14.6,15.2,,-0.8,-1.2,0.8,1.2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1562,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL202A,,30-35,F5,F,,,-1.7,29.2,20.1,20.4,18.7,-1.6,-2.3,21.6,20.5,,-5,-4.3,5,4.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1563,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LRP2,Tooth,SSL218B,,25-30,M4,M,,,-4.7,26.1,17,17.2,15.6,-8.2,-7.2,10.5,12.1,,1.6,0.6,-1.6,-0.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1564,Šibenik Sv Lovre,Croatia,23,Šibenik-Knin,,43.72722,15.90583,96,-6.6,Undifferentiated Sediment,Other,Coastal,800-1000AD,F,LLP1,Tooth,SSL221,,60+,F6,F,,,-4.5,26.3,17.2,17.4,15.8,-7.7,-6.9,11.2,12.7,,1.1,0.3,-1.1,-0.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1565,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV005,,45-50,M5,M,,,-3.4,27.4,18.4,18.6,17,-5.3,-5.1,15.3,15.7,,-1.5,-1.8,1.5,1.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1566,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP1,Tooth,VV006,,60+,F6,F,,,-6.5,24.2,15.2,15.3,13.8,-12.1,-10.1,3.8,7.1,,5.3,3.3,-5.3,-3.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1567,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV009,,45-50,F5,F,,,-4.5,26.3,17.2,17.4,15.8,-7.7,-6.9,11.2,12.7,,0.9,0,-0.9,0,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1568,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,PM,Tooth,VV010,,40 - 45,F5,F,,,-4.4,26.4,17.3,17.5,15.9,-7.5,-6.7,11.6,13,,0.7,-0.2,-0.7,0.2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1569,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV011,,12.5-13.5,U3,U,,,-4.2,26.6,17.5,17.8,16.1,-7.1,-6.4,12.3,13.5,,0.2,-0.5,-0.2,0.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1570,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP1,Tooth,VV012,,40-45,M5,M,,,-3.4,27.4,18.4,18.6,17,-5.3,-5.1,15.3,15.7,,-1.5,-1.8,1.5,1.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1571,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV013,,35-40,F5,F,,,-6.1,24.6,15.6,15.7,14.2,-11.2,-9.5,5.3,8.2,,4.4,2.6,-4.4,-2.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1572,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV014,,45-50,F5,F,,,-3.3,27.5,18.5,18.7,17.1,-5.1,-4.9,15.7,16,,-1.8,-2,1.8,2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1573,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV016,,20-25,F4,F,,,-4.1,26.7,17.6,17.9,16.2,-6.8,-6.2,12.7,13.8,,0,-0.6,0,0.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1574,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV017,,60+,M6,M,,,-4.1,26.7,17.6,17.9,16.2,-6.8,-6.2,12.7,13.8,,0,-0.6,0,0.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1575,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV018,,30-35,M5,M,,,-4.2,26.6,17.5,17.8,16.1,-7.1,-6.4,12.3,13.5,,0.2,-0.5,-0.2,0.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1576,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV019,,45-50,M5,M,,,-4,26.8,17.8,18,16.4,-6.6,-6,13.1,14.1,,-0.2,-0.8,0.2,0.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1577,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV021,,35-40,M5,M,,,-3.9,26.9,17.9,18.1,16.5,-6.4,-5.9,13.5,14.4,,-0.4,-1,0.4,1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1578,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV022,,35-40,M5,M,,,-3,27.8,18.8,19,17.4,-4.4,-4.4,16.8,16.9,,-2.4,-2.5,2.4,2.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1579,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV023,,30-35,F5,F,,,-1.9,29,19.9,20.2,18.5,-2,-2.6,20.9,19.9,,-4.8,-4.3,4.8,4.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1580,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,L?P2,Tooth,VV024,,30-35,F5,F,,,-3,27.8,18.8,19,17.4,-4.4,-4.4,16.8,16.9,,-2.4,-2.5,2.4,2.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1581,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV026,,50-55,F6,F,,,-3.2,27.6,18.6,18.8,17.2,-4.9,-4.7,16.1,16.3,,-2,-2.1,2,2.1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1582,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV027,,30-35,F5,F,,,-4.8,26,16.9,17.1,15.5,-8.4,-7.4,10.1,11.9,,1.5,0.5,-1.5,-0.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1583,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV030,,30-35,F5,F,,,-2.5,28.3,19.3,19.6,17.9,-3.3,-3.6,18.7,18.2,,-3.5,-3.3,3.5,3.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1584,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LL?P2,Tooth,VV031,,50-55,M5,M,,,-3.3,27.5,18.5,18.7,17.1,-5.1,-4.9,15.7,16,,-1.8,-2,1.8,2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1585,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV032,,35-40,F5,F,,,-3.2,27.6,18.6,18.8,17.2,-4.9,-4.7,16.1,16.3,,-2,-2.1,2,2.1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1586,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV033,,15.5-16.5,F3,F,,,-4,26.8,17.8,18,16.4,-6.6,-6,13.1,14.1,,-0.2,-0.8,0.2,0.8,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1587,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP1,Tooth,VV034,,30-35,M5,M,,,-6.3,24.4,15.4,15.5,14,-11.7,-9.8,4.5,7.7,,4.8,3,-4.8,-3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1588,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV035,,25-30,M4,M,,,-2.5,28.3,19.3,19.6,17.9,-3.3,-3.6,18.7,18.2,,-3.5,-3.3,3.5,3.3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1589,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,PM?,Tooth,VV038,,35-40,F5,F,,,-2.3,28.5,19.5,19.8,18.1,-2.9,-3.3,19.4,18.8,,-4,-3.6,4,3.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1590,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV040,,30-35,M5,M,,,-6,24.7,15.7,15.8,14.3,-11,-9.3,5.6,8.5,,4.2,2.5,-4.2,-2.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1591,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV042,,30-35,M5,M,,,-6.4,24.3,15.3,15.4,13.9,-11.9,-10,4.2,7.4,,5,3.1,-5,-3.1,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1592,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV043,,25-30,M4,M,,,-3.3,27.5,18.5,18.7,17.1,-5.1,-4.9,15.7,16,,-1.8,-2,1.8,2,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1593,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP1,Tooth,VV044,,60+,F6,F,,,-2.3,28.5,19.5,19.8,18.1,-2.9,-3.3,19.4,18.8,,-4,-3.6,4,3.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1594,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LLP2,Tooth,VV045,,60+,M6,M,,,-1.6,29.3,20.2,20.5,18.8,-1.4,-2.1,22,20.7,,-5.5,-4.7,5.5,4.7,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1595,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV046,,30-35,M5,M,,,-6.3,24.4,15.4,15.5,14,-11.7,-9.8,4.5,7.7,,4.8,3,-4.8,-3,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1596,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,URP2,Tooth,VV047,,30-35,F5,F,,,-2.3,28.5,19.5,19.8,18.1,-2.9,-3.3,19.4,18.8,,-4,-3.6,4,3.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1597,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV049,,40-45,F5,F,,,-4.2,26.6,17.5,17.8,16.1,-7.1,-6.4,12.3,13.5,,0.2,-0.5,-0.2,0.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1598,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV050,,30-35,M5,M,,,-4.2,26.6,17.5,17.8,16.1,-7.1,-6.4,12.3,13.5,,0.2,-0.5,-0.2,0.5,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
OSR_1599,Velim-Velištak,Croatia,23,Zadar,,44.03333,15.71667,280,-6.86,Undifferentiated Sediment,Other,Inland,600-850AD,C-F,LRP2,Tooth,VV053,,50-55,M5,M,,,-3.5,27.3,18.3,18.5,16.9,-5.5,-5.2,14.9,15.5,,-1.3,-1.6,1.3,1.6,"Lightfoot E, Slaus M and O'Connell TC (2014). ""Water consumption in Iron Age, Roman and Early Medieval Croatia."" American Journal of Physical Anthropology 154: 535-543."
