Unique_ID,Site,Country,Country_Code,County,Region,Latitude,Longitude,Alt_(masl),Modelled_Mean_Annual_Precipitation_(MAP)_(‰),Underlying_Geology,Simplified_Geology,Environment,Date,Date_Category,Element_Sampled,Tissue_Age,Grave,Skeleton/Lab_ID,Sk_Age,Age_Category,Sex,Gender,Stature_(cm),Pathology,Grave_Goods,Number_of_Grave_Goods,Foreign_Objects,Grave_Orientation,Body_Position,Internment_Style,Distance_to_Nearest_Contemporary_Church_(km),d13C,d15N,Reference
CNB_3369,"Stokke, Tjeldsund",Norway,5,Nordland,,68.553985,16.358927,33,-13.4,"Marble, Gneiss, Shale, Sandstone, Amphibolite, Dioritic granite, migmatite",Volcanic/Metamorphic,Island,800-1030,F/G,Long bone,30-60,,4727,50-60,M5,M,,,,,,,,,,,-17.3,16.3,"Naumann E, Price TD, Richards MP (2014). ""Changes in Dietary Practices and Social Organization During the Pivotal Late Iron Age Period in Norway (AD 550-1030): Isotope Analyses of Merovingian and Viking Age Human Remains."" American Journal of Physical Anthropology 155: 322-331."
CNB_3370,"Stokke, Tjeldsund",Norway,5,Nordland,,68.553985,16.358927,33,-13.4,"Marble, Gneiss, Shale, Sandstone, Amphibolite, Dioritic granite, migmatite",Volcanic/Metamorphic,Island,550-800,B-F,Long bone,Oct-40,,5301,30-40,F5,F?,,,,,,,,,,,-18,14.5,"Naumann E, Price TD, Richards MP (2014). ""Changes in Dietary Practices and Social Organization During the Pivotal Late Iron Age Period in Norway (AD 550-1030): Isotope Analyses of Merovingian and Viking Age Human Remains."" American Journal of Physical Anthropology 155: 322-331."
CNB_3371,Stonehenge,England,14,Wiltshire,Wessex,51.178848,-1.826208,102,-7.1,Cretaceous chalk,Chalk,Inland,600-690,C/D,Long bone,Aug-32,4.10.4,OxA-9361 & OxA-9921,28-32,M4/5,M,M,165,"Decapitation, traumatic spinal lesions (osteophytes 7-10 T, Schmorl's nodes 8-9 T), anterior curvature R. femur, both fibulae curved medial shats with flattened distal ends, infections in r femur and r tibia",N,0,0,ENE-WSW,Extended supine?,Earth cut grave,4.8,-19.6,7.9,"Pitts M, Bayliss A, McKinley J, Boylston A, Budd P, Evans J, Chenery C, Reynolds A, Semple S (2002). ""An Anglo-Saxon decapitation and Burial at Stonehenge."" Wiltshire Archaeological & Natural History Magazine 95: 131-146."
CNB_3372,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB066,,20-40,F4/5,F,,,,,36,,,,,,-20.6,9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3373,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB067,,20-40,F4/5,F,,,,,robbed,,,,,,-19.7,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3374,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,30-60,SB073,,40-60,M5,M,,,,,1,,,,,,-19.3,9.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3375,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB077,,20-40,F4/5,F,,,,,robbed,,,,,,-20,9.9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3376,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB085,,40-60,M5,M,,,,,robbed,,,,,,-19.9,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3377,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB093,,40-60,M5,M,,,,,robbed,,,,,,-19.6,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3378,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB094,,40-60,F5/6,F,,,,,1,,,,,,-19.4,7.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3379,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB095,,20-40,M4,M,,,,,10,,,,,,-18.9,9.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3380,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB098,,20-40,F4/5,F,,,,,1,,,,,,-19.1,9.1,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3381,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB100,,20-40,F4/5,F,,,,,robbed,,,,,,-20,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3382,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,600-700,D,Rib,Oct-40,SB130,,20-40,M4,M,,,,,8,,,,,,-20.1,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3383,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB170,,20-40,M4,M,,,,,robbed,,,,,,-19.8,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3384,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB171,,20-40,M4,M,,,,,robbed,,,,,,-19.8,9.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3385,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,Oct-40,SB172,,20-40,M4,M,,,,,robbed,,,,,,-19.7,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3386,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,30-60,SB182,,40-60,M5,M,,,,,robbed,,,,,,-19.4,10.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3387,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB228,,20-40,F4/5,F,,,Artificial skull modification,,robbed,,,,,,-18.7,9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3388,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,Oct-40,SB233,,20-40,F4/5,F,,,,,robbed,,,,,,-19.7,9.4,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3389,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB235,,40-60,M5,M,,,,,1,,,,,,-18.7,9.5,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3390,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,30-60,SB236,,40-60,M5,M,,,,,3,,,,,,-19.9,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3391,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,Oct-40,SB240,,20-40,M4,M,,,,,3,,,,,,-19.3,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3392,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,Oct-40,SB241,,20-40,M4,M,,,,,2,,,,,,-19.3,9.5,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3393,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,50+,SB243,,60+,M6,M,,,,,11,,,,,,-18.9,10.5,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3394,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,575-650,B/C,Rib,50+,SB246,,60+,F6,F,,,,,robbed,,,,,,-19.8,9.6,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3395,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,Oct-40,SB248,,20-40,F4/5,F,,,,,12,,,,,,-19.9,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3396,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB262,,40-60,F5/6,F,,,,,4,,,,,,-19.7,9.9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3397,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,Oct-40,SB265,,20-40,F4/5,F,,,,,15,,,,,,-19.9,9.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3398,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB299,,40-60,F5/6,F,,,,,robbed,,,,,,-19.8,8.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3399,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB300,,20-40,F4/5,F,,,,,robbed,,,,,,-19.9,8.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3400,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,30-60,SB305,,40-60,F5/6,F,,,,,8,,,,,,-20.1,9.4,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3401,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,Oct-40,SB306,,20-40,F4/5,F,,,,,28,,,,,,-19.9,9.3,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3402,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,30-60,SB308,,40-60,M5,M,,,,,3,,,,,,-20,9.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3403,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,30-60,SB309,,40-60,M5,M,,,,,14,,,,,,-19.7,10,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3404,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,30-60,SB310,,40-60,F5/6,F,,,Artificial skull modification,,3,,,,,,-19.1,9.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3405,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB315,,20-40,M4,M,,,,,6,,,,,,-19.6,8.9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3406,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,30-60,SB316,,40-60,M5,M,,,,,7,,,,,,-19.5,9.9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3407,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB317,,20-40,F4/5,F,,,,,robbed,,,,,,-19.3,9.4,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3408,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,Oct-40,SB320,,20-40,F4/5,F,,,,,6,,,,,,-19.6,8.9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3409,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,550-600,B,Rib,50+,SB321,,60+,F6,F,,,,,4,,,,,,-19.9,9.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3410,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB326,,40-60,M5,M,,,,,1,,,,,,-19.8,10.1,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3411,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB328,,20-40,F4/5,F,,,Artificial skull modification,,2,,,,,,-19.6,8.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3412,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB329,,20-40,M4,M,,,,,robbed,,,,,,-19.7,9.6,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3413,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,Oct-40,SB330,,20-40,M4,M,,,,,7,,,,,,-19.7,10.3,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3414,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-550,B,Rib,30-60,SB349,,40-60,M5,M,,,,,6,,,,,,-19.2,9.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3415,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB354,,20-40,F4/5,F,,,,,3,,,,,,-19.9,9.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3416,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB355,,20-40,F4/5,F,,,Artificial skull modification,,21,,,,,,-19.5,9,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3417,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB356,,20-40,M4,M,,,,,8,,,,,,-19.8,9.1,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3418,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,30-60,SB358,,40-60,M5,M,,,,,robbed,,,,,,-18.7,10.7,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3419,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,500-550,B,Rib,Oct-40,SB360,,20-40,F4/5,F,,,Artificial skull modification,,14,,,,,,-19.6,8.8,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3420,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB361,,20-40,F4/5,F,,,Artificial skull modification,,0,,,,,,-19.6,9.2,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3421,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,450-650 AD,B-D,Rib,Oct-40,SB369,,20-40,F4/5,F,,,,,10,,,,,,-20,10.1,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
CNB_3422,Straubing-Bajuwarenstrasse,Germany,16,Bavaria,,48.873256,12.55314,331,-8.9,"Sand, Marl, Clay, Conglomerate, Pebbles",Other,Riverine,575-650,B/C,Rib,Oct-40,SB374,,20-40,M4,M,,,,,robbed,,,,,,-19.8,10.4,"Hakenbeck S, McManus E, Geisler H, Grupe G, O'Connell T (2010). ""Diet and Mobility in Early Medieval Bavaria: A Study of Carbon and Nitrogen Stable Isotopes."" American Hournal of Physical Anthropology 143: 235-249."
